START_DATE,END_DATE,START_TIME,END_TIME,RIDE_DURATION_IN_MINS,CATEGORY,START,STOP,MILES,PURPOSE
21-03-2016,21-03-2016,16:05:00,16:13:00,8,Business,Downtown,Midtown,0.9,"Meal/Entertain"
21-03-2016,21-03-2016,18:59:00,19:15:00,16,Business,Midtown,Sharpstown,8.8,"Not Defined
"
21-03-2016,21-03-2016,20:18:00,20:55:00,37,Business,Sharpstown,Midtown,25.6,"Meal/Entertain"
22-03-2016,22-03-2016,06:17:00,06:43:00,26,Business,Midtown,Greater Greenspoint,23,"Meal/Entertain"
22-03-2016,22-03-2016,12:06:00,12:24:00,18,Personal,Morrisville,Cary,8.1,"Not Defined
"
22-03-2016,22-03-2016,19:12:00,19:25:00,13,Personal,Whitebridge,Whitebridge,1.4,"Not Defined
"
23-03-2016,23-03-2016,14:37:00,14:42:00,5,Personal,Whitebridge,Preston,1.7,"Not Defined
"
23-03-2016,23-03-2016,14:53:00,14:59:00,6,Personal,Preston,Whitebridge,1.6,"Not Defined
"
24-03-2016,24-03-2016,19:47:00,19:54:00,7,Personal,Whitebridge,Westpark Place,2,"Not Defined
"
24-03-2016,24-03-2016,20:34:00,20:40:00,6,Business,Westpark Place,Whitebridge,2.2,"Not Defined
"
25-03-2016,25-03-2016,13:24:00,16:22:00,178,Business,Cary,Latta,144,"Customer Visit"
25-03-2016,25-03-2016,16:52:00,22:22:00,330,Business,Latta,Jacksonville,310.3,"Customer Visit"
25-03-2016,26-03-2016,22:54:00,01:39:00,105,Business,Jacksonville,Kissimmee,201,"Meeting"
26-03-2016,26-03-2016,14:05:00,14:29:00,24,Personal,Couples Glen,Isles of Buena Vista,6.7,"Not Defined
"
26-03-2016,26-03-2016,15:19:00,15:49:00,30,Personal,Kissimmee,Orlando,8.8,"Not Defined
"
26-03-2016,26-03-2016,16:26:00,16:30:00,4,Personal,Lake Reams,Lake Reams,1.2,"Not Defined
"
27-03-2016,27-03-2016,00:31:00,00:40:00,9,Business,Lake Reams,Lake Reams,2.1,"Errand/Supplies"
27-03-2016,27-03-2016,01:11:00,01:23:00,12,Business,Orlando,Kissimmee,6.6,"Meal/Entertain"
27-03-2016,27-03-2016,15:31:00,15:56:00,25,Business,Kissimmee,Orlando,6.1,"Customer Visit"
27-03-2016,27-03-2016,21:26:00,21:41:00,15,Personal,Orlando,Orlando,6.9,"Not Defined
"
27-03-2016,27-03-2016,23:04:00,23:18:00,14,Personal,Orlando,Kissimmee,7.3,"Not Defined
"
28-03-2016,28-03-2016,12:29:00,12:42:00,13,Personal,Kissimmee,Orlando,3.6,"Not Defined
"
28-03-2016,28-03-2016,19:30:00,20:23:00,53,Personal,Couples Glen,Vista East,27.2,"Not Defined
"
28-03-2016,28-03-2016,22:55:00,23:26:00,31,Personal,Orlando,Kissimmee,25.7,"Not Defined
"
29-03-2016,29-03-2016,15:27:00,16:11:00,44,Personal,Kissimmee,Orlando,13.6,"Not Defined
"
29-03-2016,29-03-2016,18:20:00,18:39:00,19,Personal,Sand Lake Commons,Sky Lake,6.2,"Not Defined
"
29-03-2016,29-03-2016,20:29:00,20:44:00,15,Personal,Sky Lake,Sand Lake Commons,6,"Not Defined
"
29-03-2016,29-03-2016,23:04:00,23:21:00,17,Personal,Orlando,Kissimmee,13.8,"Not Defined
"
30-03-2016,30-03-2016,22:05:00,22:55:00,50,Business,Orlando,Kissimmee,28.8,"Meal/Entertain"
31-03-2016,31-03-2016,12:47:00,13:22:00,35,Business,Kissimmee,Orlando,16.1,"Temporary Site"
31-03-2016,31-03-2016,14:37:00,15:09:00,32,Business,Orlando,Kissimmee,16.4,"Meal/Entertain"
01-04-2016,01-04-2016,13:43:00,14:01:00,18,Business,Kissimmee,Kissimmee,11,"Meeting"
01-04-2016,01-04-2016,14:36:00,15:24:00,48,Business,Kissimmee,Orlando,15.5,"Customer Visit"
01-04-2016,01-04-2016,16:01:00,16:49:00,48,Business,Orlando,Kissimmee,20.3,"Meeting"
01-04-2016,01-04-2016,16:52:00,16:57:00,5,Personal,Kissimmee,Kissimmee,0.7,"Not Defined
"
02-04-2016,02-04-2016,08:48:00,09:04:00,16,Personal,Kissimmee,Kissimmee,5.5,"Not Defined
"
02-04-2016,02-04-2016,11:01:00,11:16:00,15,Personal,Kissimmee,Kissimmee,5.1,"Not Defined
"
02-04-2016,02-04-2016,12:21:00,14:47:00,146,Business,Kissimmee,Daytona Beach,77.3,"Customer Visit"
02-04-2016,02-04-2016,16:57:00,18:09:00,72,Business,Daytona Beach,Jacksonville,80.5,"Customer Visit"
02-04-2016,02-04-2016,19:38:00,22:36:00,178,Business,Jacksonville,Ridgeland,174.2,"Customer Visit"
02-04-2016,03-04-2016,23:11:00,01:34:00,104,Business,Ridgeland,Florence,144,"Meeting"
03-04-2016,03-04-2016,02:00:00,04:16:00,136,Business,Florence,Cary,159.3,"Meeting"
05-04-2016,05-04-2016,21:39:00,21:55:00,16,Business,Whitebridge,Wayne Ridge,7.9,"Meal/Entertain"
06-04-2016,06-04-2016,00:19:00,00:39:00,20,Business,Wayne Ridge,Whitebridge,8,"Meal/Entertain"
07-04-2016,07-04-2016,18:20:00,18:39:00,19,Business,Cary,Morrisville,6.1,"Meal/Entertain"
07-04-2016,07-04-2016,19:45:00,20:00:00,15,Business,Morrisville,Cary,6.1,"Errand/Supplies"
08-04-2016,08-04-2016,12:30:00,12:48:00,18,Business,Cary,Durham,10.5,"Meeting"
08-04-2016,08-04-2016,13:34:00,13:51:00,17,Business,Durham,Cary,8.7,"Meal/Entertain"
08-04-2016,08-04-2016,13:55:00,14:03:00,8,Business,Westpark Place,Whitebridge,1.8,"Errand/Supplies"
08-04-2016,08-04-2016,14:43:00,15:20:00,37,Business,Cary,Raleigh,19.1,"Meeting"
08-04-2016,08-04-2016,16:05:00,16:47:00,42,Business,Raleigh,Cary,18.6,"Meeting"
12-04-2016,12-04-2016,09:15:00,09:26:00,11,Business,Whitebridge,Edgehill Farms,2.8,"Errand/Supplies"
12-04-2016,12-04-2016,09:34:00,09:53:00,19,Business,Cary,Raleigh,8.9,"Meeting"
12-04-2016,12-04-2016,10:58:00,11:18:00,20,Business,Meredith,Cedar Hill,7.5,"Customer Visit"
12-04-2016,12-04-2016,12:22:00,12:44:00,22,Business,Raleigh,Morrisville,15.9,"Meeting"
12-04-2016,12-04-2016,13:42:00,14:01:00,19,Business,Morrisville,Cary,6.5,"Meal/Entertain"
14-04-2016,14-04-2016,07:29:00,08:09:00,40,Business,Cary,Holly Springs,15.3,"Temporary Site"
14-04-2016,14-04-2016,16:00:00,16:43:00,43,Business,Holly Springs,Cary,13.7,"Temporary Site"
15-04-2016,15-04-2016,11:36:00,12:07:00,31,Business,Cary,Raleigh,11.9,"Temporary Site"
15-04-2016,15-04-2016,12:29:00,12:32:00,3,Business,Meredith Townes,Harden Place,1.4,"Errand/Supplies"
15-04-2016,15-04-2016,14:31:00,15:01:00,30,Business,Raleigh,Cary,15.2,"Meeting"
16-04-2016,16-04-2016,12:59:00,13:17:00,18,Business,Cary,Morrisville,6,"Errand/Supplies"
16-04-2016,16-04-2016,15:10:00,15:26:00,16,Business,Morrisville,Cary,6.1,"Meal/Entertain"
19-04-2016,19-04-2016,17:44:00,18:08:00,24,Business,Whitebridge,Wayne Ridge,8.2,"Meal/Entertain"
19-04-2016,19-04-2016,19:57:00,20:19:00,22,Business,Wayne Ridge,Whitebridge,8,"Meal/Entertain"
22-04-2016,22-04-2016,08:25:00,09:04:00,39,Business,Cary,Raleigh,13.6,"Meeting"
22-04-2016,22-04-2016,10:10:00,10:40:00,30,Business,Raleigh,Cary,22.5,"Meeting"
22-04-2016,22-04-2016,12:08:00,12:28:00,20,Business,Cary,Durham,10.4,"Meeting"
22-04-2016,22-04-2016,13:02:00,13:26:00,24,Business,Durham,Cary,10,"Meeting"
23-04-2016,23-04-2016,17:03:00,17:16:00,13,Business,Whitebridge,Tanglewood,6,"Meal/Entertain"
23-04-2016,23-04-2016,18:49:00,19:05:00,16,Business,Tanglewood,Whitebridge,6.5,"Meal/Entertain"
24-04-2016,24-04-2016,19:07:00,19:16:00,9,Business,Cary,Morrisville,3.1,"Errand/Supplies"
24-04-2016,24-04-2016,19:46:00,19:52:00,6,Business,Chessington,Chessington,1.9,"Errand/Supplies"
24-04-2016,24-04-2016,21:41:00,21:50:00,9,Business,Morrisville,Cary,4.2,"Between Offices"
27-04-2016,27-04-2016,13:30:00,13:40:00,10,Business,Whitebridge,Burtrose,4.9,"Between Offices"
27-04-2016,27-04-2016,14:13:00,14:25:00,12,Business,Burtrose,Whitebridge,4.8,"Between Offices"
28-04-2016,28-04-2016,12:09:00,12:34:00,25,Business,Cary,Raleigh,12.4,"Customer Visit"
28-04-2016,28-04-2016,13:30:00,13:49:00,19,Business,Raleigh,Cary,32.8,"Customer Visit"
28-04-2016,28-04-2016,22:10:00,22:28:00,18,Business,Morrisville,Cary,5.5,"Customer Visit"
29-04-2016,29-04-2016,11:44:00,12:01:00,17,Business,Cary,Durham,9.9,"Meeting"
29-04-2016,29-04-2016,13:13:00,13:34:00,21,Business,Durham,Cary,10,"Meeting"
29-04-2016,29-04-2016,18:46:00,19:18:00,32,Business,Cary,Durham,14.2,"Customer Visit"
29-04-2016,29-04-2016,22:44:00,23:19:00,35,Business,Durham,Cary,18.2,"Meeting"
30-04-2016,30-04-2016,18:42:00,18:57:00,15,Business,Whitebridge,Waverly Place,7.7,"Meal/Entertain"
30-04-2016,30-04-2016,22:16:00,22:34:00,18,Business,Waverly Place,Whitebridge,6.8,"Not Defined
"
01-05-2016,01-05-2016,13:45:00,13:53:00,8,Business,Whitebridge,Westpark Place,2.1,"Meal/Entertain"
01-05-2016,01-05-2016,14:26:00,14:31:00,5,Business,Westpark Place,Whitebridge,2.3,"Not Defined
"
01-05-2016,01-05-2016,17:33:00,17:45:00,12,Business,Whitebridge,Tanglewood,6.2,"Between Offices"
01-05-2016,01-05-2016,17:54:00,18:10:00,16,Business,Tanglewood,Parkway,7.5,"Meeting"
01-05-2016,01-05-2016,22:38:00,22:49:00,11,Business,Parkway,Whitebridge,3.1,"Errand/Supplies"
02-05-2016,02-05-2016,14:14:00,14:21:00,7,Business,Whitebridge,Westpark Place,2.2,"Errand/Supplies"
02-05-2016,02-05-2016,15:37:00,15:48:00,11,Business,Westpark Place,Whitebridge,3.9,"Meal/Entertain"
03-05-2016,03-05-2016,22:20:00,22:28:00,8,Business,Morrisville,Cary,2.5,"Meal/Entertain"
04-05-2016,04-05-2016,15:16:00,15:37:00,21,Business,Cary,Morrisville,8.7,"Meal/Entertain"
04-05-2016,04-05-2016,20:55:00,21:14:00,19,Business,Mcvan,Capitol One,14.5,"Errand/Supplies"
04-05-2016,04-05-2016,21:30:00,21:36:00,6,Business,Capitol One,University District,4.5,"Meal/Entertain"
04-05-2016,04-05-2016,22:19:00,22:27:00,8,Business,University District,Capitol One,5,"Meal/Entertain"
05-05-2016,05-05-2016,21:24:00,21:36:00,12,Business,Seattle,Redmond,14.2,"Meal/Entertain"
05-05-2016,05-05-2016,22:34:00,22:40:00,6,Business,Redmond,Bellevue,2.9,"Errand/Supplies"
05-05-2016,06-05-2016,23:55:00,00:08:00,13,Business,Bellevue,Seattle,12.9,"Meeting"
06-05-2016,06-05-2016,05:47:00,06:02:00,15,Business,Capitol One,Mcvan,14.4,"Meeting"
06-05-2016,06-05-2016,16:45:00,16:59:00,14,Business,Chapel Hill,Morrisville,17,"Meeting"
06-05-2016,06-05-2016,17:18:00,17:44:00,26,Business,Morrisville,Cary,7.9,"Customer Visit"
09-05-2016,09-05-2016,06:08:00,06:25:00,17,Business,Cary,Morrisville,8.4,"Customer Visit"
09-05-2016,09-05-2016,14:39:00,15:06:00,27,Business,San Francisco,Palo Alto,20.5,"Between Offices"
09-05-2016,09-05-2016,17:58:00,18:26:00,28,Business,Palo Alto,Sunnyvale,9.8,"Customer Visit"
09-05-2016,09-05-2016,19:35:00,19:59:00,24,Business,Sunnyvale,Newark,17.6,"Customer Visit"
10-05-2016,10-05-2016,09:03:00,09:20:00,17,Business,Newark,Menlo Park,9.3,"Customer Visit"
10-05-2016,10-05-2016,17:19:00,17:31:00,12,Business,Menlo Park,Newark,7.9,"Customer Visit"
11-05-2016,11-05-2016,08:35:00,09:12:00,37,Business,Newark,San Francisco,25.6,"Meeting"
11-05-2016,11-05-2016,21:47:00,22:04:00,17,Business,Morrisville,Cary,8.1,"Meeting"
14-05-2016,14-05-2016,18:35:00,18:39:00,4,Business,Cary,Morrisville,3.1,"Meal/Entertain"
14-05-2016,14-05-2016,23:01:00,23:05:00,4,Business,Morrisville,Cary,3.1,"Meal/Entertain"
17-05-2016,17-05-2016,13:15:00,13:23:00,8,Business,Whitebridge,Preston,2.8,"Errand/Supplies"
17-05-2016,17-05-2016,13:56:00,14:08:00,12,Business,Preston,Westpark Place,2.7,"Errand/Supplies"
17-05-2016,17-05-2016,14:34:00,14:40:00,6,Business,Westpark Place,Whitebridge,1.9,"Errand/Supplies"
18-05-2016,18-05-2016,09:11:00,09:41:00,30,Business,Cary,Morrisville,8.4,"Customer Visit"
18-05-2016,18-05-2016,13:00:00,13:02:00,2,Business,Morrisville,Raleigh,7.6,"Customer Visit"
19-05-2016,19-05-2016,14:37:00,15:01:00,24,Business,Old City,Parkway Museums,2.9,"Meal/Entertain"
20-05-2016,20-05-2016,10:56:00,11:07:00,11,Business,Old City,Hog Island,11.2,"Meeting"
20-05-2016,20-05-2016,15:43:00,16:12:00,29,Business,Morrisville,Cary,8.2,"Meal/Entertain"
22-05-2016,22-05-2016,15:39:00,15:46:00,7,Business,Cary,Morrisville,3,"Meal/Entertain"
22-05-2016,22-05-2016,18:46:00,18:53:00,7,Business,Morrisville,Cary,2.5,"Meal/Entertain"
23-05-2016,23-05-2016,20:19:00,20:27:00,8,Business,Whitebridge,Savon Height,3.6,"Meal/Entertain"
23-05-2016,23-05-2016,21:09:00,21:21:00,12,Business,Savon Height,Whitebridge,3.6,"Errand/Supplies"
27-05-2016,27-05-2016,20:26:00,20:30:00,4,Business,Whitebridge,Kildaire Farms,4.5,"Errand/Supplies"
27-05-2016,27-05-2016,20:47:00,20:53:00,6,Business,Savon Height,Kilarney Woods,1.2,"Not Defined
"
27-05-2016,27-05-2016,22:11:00,22:14:00,3,Business,Kilarney Woods,Kildaire Farms,1.7,"Errand/Supplies"
28-05-2016,28-05-2016,00:15:00,00:21:00,6,Business,Kilarney Woods,Whitebridge,4.7,"Errand/Supplies"
28-05-2016,28-05-2016,12:52:00,13:06:00,14,Business,Cary,Morrisville,6.1,"Meal/Entertain"
28-05-2016,28-05-2016,14:35:00,15:04:00,29,Business,Morrisville,Cary,11.3,"Customer Visit"
31-05-2016,31-05-2016,13:54:00,14:41:00,47,Business,Cary,Raleigh,14.9,"Meeting"
31-05-2016,31-05-2016,16:02:00,16:39:00,37,Business,Raleigh,Cary,14,"Meeting"
31-05-2016,31-05-2016,17:50:00,17:59:00,9,Business,Westpark Place,Whitebridge,1.8,"Not Defined
"
01-06-2016,01-06-2016,10:19:00,10:47:00,28,Business,Cary,Morrisville,6.7,"Customer Visit"
01-06-2016,01-06-2016,13:10:00,13:39:00,29,Business,Morrisville,Cary,9.6,"Meeting"
03-06-2016,03-06-2016,11:29:00,11:49:00,20,Business,Cary,Durham,10.4,"Meeting"
03-06-2016,03-06-2016,13:08:00,13:38:00,30,Business,Durham,Cary,9.9,"Meeting"
03-06-2016,03-06-2016,15:31:00,15:54:00,23,Business,Cary,Morrisville,6,"Meal/Entertain"
03-06-2016,03-06-2016,18:14:00,18:29:00,15,Business,Townes at Everett Crossing,Chessington,3.3,"Errand/Supplies"
03-06-2016,03-06-2016,18:41:00,18:53:00,12,Business,Morrisville,Cary,3.1,"Errand/Supplies"
03-06-2016,03-06-2016,19:36:00,19:42:00,6,Business,Huntington Woods,Weston,1.7,"Errand/Supplies"
03-06-2016,03-06-2016,22:47:00,23:06:00,19,Business,Morrisville,Cary,4,"Between Offices"
05-06-2016,05-06-2016,14:03:00,14:33:00,30,Business,Whitebridge,Savon Height,7.8,"Customer Visit"
05-06-2016,05-06-2016,15:06:00,15:22:00,16,Business,Cary,Morrisville,7.8,"Customer Visit"
05-06-2016,05-06-2016,15:57:00,16:08:00,11,Business,Weston,Weston,3.8,"Meal/Entertain"
05-06-2016,05-06-2016,18:05:00,18:14:00,9,Business,Morrisville,Cary,2.5,"Meal/Entertain"
05-06-2016,05-06-2016,21:53:00,22:05:00,12,Business,Cary,Durham,9.9,"Meeting"
05-06-2016,06-06-2016,23:52:00,00:08:00,16,Business,Durham,Cary,9.9,"Meeting"
06-06-2016,06-06-2016,15:36:00,15:45:00,9,Business,Whitebridge,Hazelwood,3,"Errand/Supplies"
06-06-2016,06-06-2016,16:16:00,16:24:00,8,Business,Hazelwood,Whitebridge,2.4,"Errand/Supplies"
06-06-2016,06-06-2016,20:06:00,20:20:00,14,Business,Cary,Apex,5.7,"Meal/Entertain"
06-06-2016,06-06-2016,21:08:00,21:37:00,29,Business,Apex,Cary,7.2,"Meal/Entertain"
06-06-2016,06-06-2016,21:41:00,22:00:00,19,Business,Cary,Durham,10.4,"Meeting"
06-06-2016,06-06-2016,23:34:00,23:48:00,14,Business,Durham,Cary,9.9,"Meeting"
07-06-2016,07-06-2016,21:42:00,22:00:00,18,Business,Cary,Durham,10.4,"Meeting"
07-06-2016,08-06-2016,23:41:00,00:04:00,23,Business,Durham,Cary,9.9,"Meeting"
08-06-2016,08-06-2016,08:23:00,08:53:00,30,Business,Cary,Morrisville,8.7,"Meal/Entertain"
08-06-2016,08-06-2016,12:04:00,13:01:00,57,Business,Jamaica,New York,22.3,"Errand/Supplies"
08-06-2016,08-06-2016,13:12:00,13:29:00,17,Business,Seaport,Gramercy-Flatiron,3.3,"Meal/Entertain"
08-06-2016,08-06-2016,14:31:00,14:37:00,6,Business,Medical Centre,Tudor City,0.7,"Errand/Supplies"
08-06-2016,08-06-2016,16:55:00,17:11:00,16,Business,Rose Hill,Soho,2.5,"Meal/Entertain"
08-06-2016,08-06-2016,17:16:00,17:18:00,2,Business,Soho,Tribeca,0.5,"Errand/Supplies"
08-06-2016,08-06-2016,17:59:00,18:05:00,6,Business,Tribeca,Financial District,0.9,"Errand/Supplies"
08-06-2016,08-06-2016,20:11:00,20:25:00,14,Business,Financial District,Kips Bay,4.8,"Errand/Supplies"
10-06-2016,10-06-2016,15:19:00,16:28:00,69,Business,New York,Jamaica,16.3,"Meeting"
10-06-2016,10-06-2016,21:47:00,22:04:00,17,Business,Cary,Durham,10.4,"Meeting"
10-06-2016,11-06-2016,23:53:00,00:01:00,8,Business,Durham,Cary,9.9,"Meeting"
11-06-2016,11-06-2016,17:08:00,17:16:00,8,Business,Cary,Morrisville,3.7,"Errand/Supplies"
11-06-2016,11-06-2016,17:34:00,17:39:00,5,Business,Morrisville,Cary,4.6,"Meal/Entertain"
11-06-2016,11-06-2016,17:50:00,17:56:00,6,Business,Westpark Place,Whitebridge,1.7,"Not Defined
"
11-06-2016,11-06-2016,21:45:00,22:04:00,19,Business,Cary,Durham,10.4,"Meeting"
11-06-2016,12-06-2016,23:39:00,00:05:00,26,Business,Durham,Cary,9.9,"Meeting"
12-06-2016,12-06-2016,19:53:00,19:56:00,3,Business,Cary,Morrisville,2.5,"Meal/Entertain"
12-06-2016,12-06-2016,20:05:00,20:16:00,11,Business,Morrisville,Cary,4.3,"Errand/Supplies"
12-06-2016,12-06-2016,21:58:00,22:19:00,21,Business,Parkway,Whitebridge,2.8,"Errand/Supplies"
13-06-2016,13-06-2016,05:23:00,05:42:00,19,Business,Cary,Morrisville,8.4,"Meal/Entertain"
13-06-2016,13-06-2016,14:17:00,14:46:00,29,Business,Oakland,Emeryville,13.2,"Meeting"
13-06-2016,13-06-2016,18:08:00,18:47:00,39,Business,Emeryville,Berkeley,3.9,"Meal/Entertain"
13-06-2016,13-06-2016,18:54:00,19:23:00,29,Business,Berkeley,Oakland,5.1,"Meal/Entertain"
13-06-2016,13-06-2016,20:00:00,20:05:00,5,Business,Oakland,Unknown Location,5.2,"Customer Visit"
14-06-2016,14-06-2016,12:03:00,12:21:00,18,Business,Emeryville,San Francisco,9.8,"Not Defined
"
14-06-2016,14-06-2016,16:09:00,16:39:00,30,Business,San Francisco,Emeryville,11.6,"Meeting"
14-06-2016,14-06-2016,17:15:00,17:24:00,9,Business,Emeryville,Oakland,5.1,"Meeting"
14-06-2016,14-06-2016,17:27:00,17:57:00,30,Business,Downtown,Bay Farm Island,9.3,"Errand/Supplies"
15-06-2016,15-06-2016,01:46:00,02:06:00,20,Business,Kenner,New Orleans,12.4,"Between Offices"
15-06-2016,15-06-2016,15:26:00,15:34:00,8,Business,CBD,Lower Garden District,1.9,"Between Offices"
15-06-2016,15-06-2016,16:37:00,17:02:00,25,Business,Lower Garden District,Lakeview,6.4,"Customer Visit"
15-06-2016,15-06-2016,17:29:00,17:49:00,20,Personal,Lakeview,Storyville,5.5,"Not Defined
"
15-06-2016,15-06-2016,19:52:00,19:58:00,6,Business,Storyville,Faubourg Marigny,1.5,"Meal/Entertain"
16-06-2016,16-06-2016,13:36:00,14:30:00,54,Business,New Orleans,Metairie,14.5,"Not Defined
"
16-06-2016,16-06-2016,14:42:00,14:46:00,4,Business,Metairie,Kenner,2.7,"Not Defined
"
16-06-2016,16-06-2016,15:17:00,15:41:00,24,Business,Kenner,New Orleans,15,"Not Defined
"
16-06-2016,16-06-2016,19:39:00,19:56:00,17,Business,New Orleans,Kenner,12.9,"Not Defined
"
16-06-2016,16-06-2016,21:43:00,21:56:00,13,Business,Kenner,New Orleans,13.6,"Not Defined
"
17-06-2016,17-06-2016,16:11:00,16:44:00,33,Business,New Orleans,Kenner,12.2,"Not Defined
"
18-06-2016,18-06-2016,00:29:00,00:51:00,22,Business,Morrisville,Cary,8.7,"Not Defined
"
19-06-2016,19-06-2016,02:39:00,02:50:00,11,Business,Cary,Raleigh,6,"Not Defined
"
19-06-2016,19-06-2016,05:51:00,06:00:00,9,Business,Raleigh,Cary,5.9,"Not Defined
"
21-06-2016,21-06-2016,15:39:00,16:08:00,29,Business,Cary,Raleigh,19.3,"Not Defined
"
21-06-2016,21-06-2016,17:11:00,18:02:00,51,Business,Raleigh,Cary,16.6,"Meal/Entertain"
24-06-2016,24-06-2016,10:41:00,10:57:00,16,Business,Whitebridge,Waverly Place,7.1,"Meal/Entertain"
24-06-2016,24-06-2016,11:54:00,12:01:00,7,Business,Waverly Place,Macgregor Downs,2.1,"Meal/Entertain"
24-06-2016,24-06-2016,12:19:00,12:37:00,18,Business,Cary,Raleigh,8.6,"Errand/Supplies"
24-06-2016,24-06-2016,12:50:00,13:12:00,22,Business,Raleigh,Morrisville,9,"Errand/Supplies"
24-06-2016,24-06-2016,13:18:00,13:27:00,9,Business,Morrisville,Cary,3.1,"Errand/Supplies"
24-06-2016,24-06-2016,14:01:00,14:20:00,19,Business,Cary,Morrisville,8.4,"Temporary Site"
24-06-2016,24-06-2016,20:44:00,21:02:00,18,Business,Kenner,New Orleans,12.8,"Not Defined
"
25-06-2016,25-06-2016,09:03:00,09:12:00,9,Business,CBD,Bywater,4.5,"Not Defined
"
25-06-2016,25-06-2016,09:15:00,10:08:00,53,Business,New Orleans,Chalmette,11.8,"Between Offices"
25-06-2016,25-06-2016,10:18:00,10:25:00,7,Business,Chalmette,Arabi,1.1,"Errand/Supplies"
25-06-2016,25-06-2016,10:50:00,11:18:00,28,Business,Arabi,Metairie,17,"Meal/Entertain"
25-06-2016,25-06-2016,11:25:00,11:34:00,9,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,"Meeting"
25-06-2016,25-06-2016,11:53:00,13:21:00,88,Business,Metairie,New Orleans,15.5,"Meeting"
25-06-2016,25-06-2016,19:47:00,19:58:00,11,Business,Storyville,Marigny,1.6,"Not Defined
"
25-06-2016,25-06-2016,23:19:00,23:26:00,7,Business,Marigny,Storyville,1.5,"Not Defined
"
26-06-2016,26-06-2016,17:43:00,18:18:00,35,Business,New Orleans,Kenner,12.6,"Meeting"
26-06-2016,26-06-2016,18:45:00,19:12:00,27,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,"Not Defined
"
26-06-2016,26-06-2016,19:41:00,19:50:00,9,Business,Kenner,Kenner,2.2,"Not Defined
"
26-06-2016,26-06-2016,21:14:00,21:42:00,28,Business,Kenner,New Orleans,13,"Not Defined
"
27-06-2016,27-06-2016,07:37:00,08:48:00,71,Business,New Orleans,Covington,46.9,"Not Defined
"
27-06-2016,27-06-2016,08:51:00,09:00:00,9,Business,Covington,Covington,2.5,"Not Defined
"
27-06-2016,27-06-2016,09:05:00,09:33:00,28,Business,Covington,Covington,8.6,"Not Defined
"
27-06-2016,27-06-2016,09:43:00,10:08:00,25,Business,Covington,Covington,5.2,"Not Defined
"
27-06-2016,27-06-2016,10:22:00,10:39:00,17,Business,Covington,Covington,7.6,"Not Defined
"
27-06-2016,27-06-2016,10:51:00,10:58:00,7,Business,Covington,Covington,1.8,"Not Defined
"
27-06-2016,27-06-2016,11:06:00,11:24:00,18,Business,Covington,Mandeville,4.7,"Not Defined
"
27-06-2016,27-06-2016,11:30:00,11:42:00,12,Business,Mandeville,Mandeville,2.8,"Not Defined
"
27-06-2016,27-06-2016,12:22:00,13:02:00,40,Business,Mandeville,Metairie,30,"Not Defined
"
27-06-2016,27-06-2016,13:56:00,14:05:00,9,Business,Metairie,Kenner,4.4,"Not Defined
"
27-06-2016,27-06-2016,21:09:00,21:19:00,10,Business,Jamestown Court,Jamestown Court,1,"Not Defined
"
28-06-2016,28-06-2016,00:48:00,01:05:00,17,Business,Morrisville,Cary,8.2,"Customer Visit"
28-06-2016,28-06-2016,20:13:00,20:33:00,20,Business,Cary,Durham,10.4,"Meeting"
28-06-2016,28-06-2016,23:34:00,23:59:00,25,Business,Durham,Cary,9.9,"Meeting"
28-06-2016,28-06-2016,23:34:00,23:59:00,25,Business,Durham,Cary,9.9,"Meeting"
29-06-2016,29-06-2016,08:56:00,09:24:00,28,Business,Cary,Morrisville,7.3,"Not Defined
"
29-06-2016,29-06-2016,10:22:00,10:38:00,16,Business,Morrisville,Cary,7.4,"Not Defined
"
29-06-2016,29-06-2016,11:49:00,11:51:00,2,Business,Whitebridge,Westpark Place,1.6,"Not Defined
"
29-06-2016,29-06-2016,12:11:00,12:16:00,5,Business,Westpark Place,Whitebridge,1.8,"Not Defined
"
29-06-2016,29-06-2016,20:11:00,20:29:00,18,Business,Cary,Durham,10.4,"Meeting"
29-06-2016,30-06-2016,23:38:00,00:00:00,22,Business,Durham,Cary,9.9,"Meeting"
30-06-2016,30-06-2016,20:09:00,20:26:00,17,Business,Cary,Durham,9.9,"Meeting"
01-07-2016,01-07-2016,00:00:00,00:25:00,25,Business,Durham,Cary,9.9,"Meeting"
01-07-2016,01-07-2016,09:34:00,09:57:00,23,Business,Cary,Raleigh,13.3,"Meeting"
01-07-2016,01-07-2016,12:36:00,13:00:00,24,Business,Raleigh,Cary,11.3,"Meeting"
01-07-2016,01-07-2016,20:06:00,20:24:00,18,Business,Cary,Durham,10.5,"Meeting"
01-07-2016,02-07-2016,23:48:00,00:09:00,21,Business,Durham,Cary,9.9,"Meeting"
02-07-2016,02-07-2016,20:18:00,20:36:00,18,Business,Cary,Durham,10.1,"Meeting"
02-07-2016,03-07-2016,23:48:00,00:12:00,24,Business,Durham,Cary,9.9,"Meeting"
03-07-2016,03-07-2016,00:28:00,00:38:00,10,Business,Cary,Morrisville,3.1,"Errand/Supplies"
03-07-2016,03-07-2016,03:02:00,03:08:00,6,Business,Morrisville,Cary,3.1,"Errand/Supplies"
